PBIUSI	Genus	species	Country	State_Prov	Sec_Subdiv	Locality	Lat	Lon	Start_Date	End_Date	Collector	Sex	Inst_Code	Project	Type	Det_By	Det_Date	Det_History	Spec_Notes	Loc_Notes	Accuracy	Coll_Method	Pres_Method	Spec_Count	Lat_Lon_Method	Lat_Lon_Accuracy	Elev_m	Elev_f	Elev_Det	Trip_Code	Dissections	Illustrations	Measurements	Photos	SEM	DNA	OrigUSI	Family	Subfamily	Tribe	Macro_Habitat	Micro_Habitat	Host_Family	Host_Genus	Host_species	Host_subspecies	Host_Author	Host_Common_Name	Host_Relation	Host_Location	Host_Emergence_Date	Host_with_Specimen
CUIC_ENT 00010900	Andrena	asteris	USA	Georgia	McIntosh	Sapelo Island	31.39720	-81.27890	07 Oct 2001		G. Neumann	Adult Female	CUIC	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None							Netting	Pinned	1	Gazetteer						NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
CUIC_ENT 00010901	Andrena	asteris	USA	Connecticut	Fairfield	Bethel	41.37111	-73.41388	21 Sep 2002		J. S. Ascher	Adult Female	CUIC	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher				GNIS coord.		Netting	Pinned	1	GeoLocate Software		115	377	Unknown		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
CUIC_ENT 00026752	Andrena	asteris	USA	New York	Tompkins	Ithaca, Six-Mile Creek	42.43200	-76.48400	26 Aug 2012		J. Gibbs	Adult Male	CUIC	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. Gibbs	2012					Netting	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini			Asteraceae	Solidago					associated with			NO
CUIC_ENT 00027186	Andrena	asteris	USA	New York	Cortland	Lime Hollow, Cortland	42.55819	-76.24396	03 Sep 2011		J. Gibbs	Adult Female	CUIC	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. Gibbs	2012					Netting	Pinned	1	Google Earth		363	1192	Unknown		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
CUIC_ENT 00029978	Andrena	asteris	USA	New York	Tompkins	Ithaca, Mundy Wildflower Garden	42.45055	-76.46958	31 Aug 2012		J. Gibbs	Adult Female	CUIC	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. Gibbs	2012					Netting	Pinned	1	GeoLocate Software						NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
CUIC_ENT 00031580	Andrena	asteris	USA	New York	Tompkins	Ithaca, Mundy Wildflower Garden	42.45055	-76.46958	25 Aug 2012		J. Gibbs	Adult Male	CUIC	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. Gibbs	2012					Netting	Pinned	1	GeoLocate Software						NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
CUIC_ENT 00031581	Andrena	asteris	USA	New York	Tompkins	Ithaca, Six-Mile Creek	42.43200	-76.48400	26 Aug 2012		J. Gibbs	Adult Male	CUIC	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. Gibbs	2012					Netting	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
RUAC_ENT 00004353	Andrena	asteris	USA	Pennsylvania	Delaware	5 mi S of Bryn Mawr	40.00777	-75.31805	24 Sep 1964		R. B. Roberts, G. Roberts	Adult Female	RUAC	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	W. E. LaBerge						Netting	Pinned	1	Google Earth	1000-10000	124	407	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
RUAC_ENT 00004354	Andrena	asteris	USA	Pennsylvania	Delaware	5 mi S of Bryn Mawr	40.00777	-75.31805	24 Sep 1964		R. B. Roberts, G. Roberts	Adult Female	RUAC	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	W. E. LaBerge						Netting	Pinned	1	Google Earth	1000-10000	124	407	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
RUAC_ENT 00004355	Andrena	asteris	USA	Pennsylvania	Delaware	5 mi S of Bryn Mawr	40.00777	-75.31805	24 Sep 1964		R. B. Roberts, G. Roberts	Adult Female	RUAC	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	W. E. LaBerge						Netting	Pinned	1	Google Earth	1000-10000	124	407	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
RUAC_ENT 00004356	Andrena	asteris	USA	Pennsylvania	Delaware	5 mi S of Bryn Mawr	40.00777	-75.31805	24 Sep 1964		R. B. Roberts, G. Roberts	Adult Male	RUAC	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	W. E. LaBerge						Netting	Pinned	1	Google Earth	1000-10000	124	407	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
RUAC_ENT 00004357	Andrena	asteris	USA	Pennsylvania	Delaware	5 mi S of Bryn Mawr	40.00777	-75.31805	24 Sep 1964		R. B. Roberts, G. Roberts	Adult Male	RUAC	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	W. E. LaBerge						Netting	Pinned	1	Google Earth	1000-10000	124	407	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00028172	Andrena	asteris	USA	Connecticut	Litchfield	Barkhamsted	41.92916	-72.91388	12 Sep 1933		N. Turner	Adult Female	CAES	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008	det. Andrena solidaginis by Sandhouse		GNIS coord.		Unknown	Pinned	1	Gazetteer		329	1079	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00028784	Andrena	asteris	USA	Connecticut	New Haven	West Haven	41.26360	-72.95820	25 Sep 1930		B. H. Walden	Adult sex unknown	CAES	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1	Google Earth		15	50	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00028785	Andrena	asteris	USA	Connecticut	New Haven	West Haven	41.26360	-72.95820	25 Sep 1930		B. H. Walden	Adult sex unknown	CAES	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008	det. Andrena asteris (female) by Sandhouse				Unknown	Pinned	1	Google Earth		15	50	Google Earth		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00028786	Andrena	asteris	USA	Connecticut	Middlesex	Westbrook	41.28527	-72.44750	30 Aug 1904		H. L. Viereck	Adult sex unknown	CAES	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008		found on Solidago	GNIS coord.		Unknown	Pinned	1	Gazetteer		11	36	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00028787	Andrena	asteris	USA	Connecticut	Middlesex	Westbrook	41.28527	-72.44750	30 Aug 1904		H. L. Viereck	Adult sex unknown	CAES	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008		found on Solidago	GNIS coord.		Unknown	Pinned	1	Gazetteer		11	36	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00028788	Andrena	asteris	USA	Connecticut	Middlesex	Westbrook	41.28527	-72.44750	30 Aug 1904		H. L. Viereck	Adult sex unknown	CAES	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008	det. Andrena asteris by unknown	found on Solidago	GNIS coord.		Unknown	Pinned	1	Gazetteer		11	36	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029111	Andrena	asteris	USA	Connecticut	Hartford	Simsbury Airport, Sand-plain	41.91482	-72.77397	15 Aug 2003		J. L. Smith	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Malaise Trap	Pinned	1		10-100					NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029112	Andrena	asteris	USA	Connecticut	Hartford	S. Windsor, Nutmeg Rd.	41.83777	-72.59472	10 Oct 2000		M. Wall	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029113	Andrena	asteris	USA	Connecticut	Hartford	S. Windsor, Nutmeg Rd.	41.83777	-72.59472	10 Oct 2000		M. Wall	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029928	Andrena	asteris	USA	Connecticut	Hartford	Windsor, Matianuck	41.80888	-72.68083	04 Oct 2000		M. Wall	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029929	Andrena	asteris	USA	Connecticut	Hartford	Windsor, Matianuck	41.80888	-72.68083	04 Oct 2000		M. Wall	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029930	Andrena	asteris	USA	Connecticut	Hartford	Windsor, Matianuck	41.80888	-72.68083	04 Oct 2000		M. Wall	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029931	Andrena	asteris	USA	Connecticut	Hartford	Windsor, Matianuck	41.80888	-72.68083	04 Oct 2000		M. Wall	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029932	Andrena	asteris	USA	Connecticut	Hartford	Windsor, Matianuck	41.80888	-72.68083	04 Oct 2000		M. Wall	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029933	Andrena	asteris	USA	Connecticut	Hartford	Windsor, Matianuck	41.80888	-72.68083	04 Oct 2000		M. Wall	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029934	Andrena	asteris	USA	Connecticut	Hartford	Windsor, Matianuck	41.80888	-72.68083	04 Oct 2000		M. Wall	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029935	Andrena	asteris	USA	Connecticut	Hartford	Windsor, Matianuck	41.80888	-72.68083	04 Oct 2000		M. Wall	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029936	Andrena	asteris	USA	Connecticut	Hartford	Windsor, Matianuck	41.80888	-72.68083	04 Oct 2000		M. Wall	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029946	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		L. A. Lanza	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029947	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		L. A. Lanza	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029948	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		L. A. Lanza	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029949	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		K. L. Penner	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029950	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		K. L. Penner	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029951	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		K. L. Penner	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029952	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		K. L. Penner	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029953	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		K. L. Penner	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029954	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		K. L. Penner	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00029955	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		K. L. Penner	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00031759	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	16 Sep 1974		G. I. Stage	Adult sex unknown	CAES	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008		found on Solidago	GNIS coord.		Unknown	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00031760	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	28 Sep 1974		G. I. Stage	Adult sex unknown	CAES	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008		found on Solidago sempervirens	GNIS coord.		Unknown	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00031761	Andrena	asteris	USA	Massachusetts	Dukes	Cuttyhunk Island (Elizabeth Islands)	41.41666	-70.93555	28 Sep 1974		G. I. Stage	Adult sex unknown	CAES	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008		found on Solidago sempervirens	GNIS coord.		Unknown	Pinned	1	Gazetteer		15	49	Gazetteer		NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00031955	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		K. L. Penner	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00031956	Andrena	asteris	USA	Connecticut	Hartford	West Hartford, Chimunac Area, Children's Museum	41.76183	-72.73794	10 Sep 1966		S. M. Fullerton	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1	Google Earth						NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00032433	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		unknown	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher						Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00032434	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		unknown	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher						Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00032435	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		unknown	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher						Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00032436	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		unknown	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher						Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00032437	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		unknown	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher						Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00032438	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		unknown	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher						Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00032439	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	16 Sep 1972		unknown	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher						Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00032440	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	25 Sep 1971		Robert E. Shabot	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher						Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00032441	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	25 Sep 1971		Robert E. Shabot	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher						Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00032898	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	08 Sep 1973		E. M. and S. S. Julian	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
UCMS_ENT 00032899	Andrena	asteris	USA	Connecticut	Tolland	Mansfield Twp., near Chapins Pond	41.76833	-72.69166	08 Sep 1973		E. M. and S. S. Julian	Adult sex unknown	UCMS	Data citation: Digital Bee Collections Network, 2014 (and updates). Version: <download date>. National Science Foundation grant DBI 0956388; Contact: Ascher, John S. (dbsajs@nus.edu.sg)	None	J. S. Ascher	2008					Unknown	Pinned	1							NO	NO	NO	NO	NO			Andrenidae	Andreninae	Andrenini												NO
